User_ID,Age,Gender,Steps_Taken,Calories_Burned,Water_Intake_Liters,Sleep_Hours,Exercise_Type,Date,Time,Week_Start,Days_of_Week,Week_Of,Day Number,Age_Group,Age_Sort
U3396,52,Male,10260,155.8,2.40,4.4,Strength,17/02/2024,12:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3397,36,Male,10707,173.8,3.45,7.9,None,17/02/2024,13:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3398,21,Female,5563,537.9,3.13,6.9,Cardio,17/02/2024,14:00:00,12/02/2024,Saturday,Week of Feb 17,6,18-21,1
U3399,50,Female,8383,402.8,0.98,7.2,Walking,17/02/2024,15:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3400,19,Female,14648,728.3,2.14,9.0,None,17/02/2024,16:00:00,12/02/2024,Saturday,Week of Feb 17,6,18-21,1
U3401,30,Female,11656,346.3,1.55,6.1,Strength,17/02/2024,17:00:00,12/02/2024,Saturday,Week of Feb 17,6,22-30,2
U3402,47,Male,11844,430.8,1.80,5.0,Cardio,17/02/2024,18:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3403,51,Female,10898,493.1,1.51,7.3,Strength,17/02/2024,19:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3404,47,Male,11817,327.5,1.51,9.7,Walking,17/02/2024,20:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3405,41,Male,8833,740.5,2.13,7.1,Cardio,17/02/2024,21:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3406,50,Female,6752,451.9,1.08,9.0,Walking,17/02/2024,22:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3407,58,Female,10123,425.7,2.11,8.5,None,17/02/2024,23:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3408,27,Male,5785,702.3,1.34,7.1,None,18/02/2024,00:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3409,35,Female,11537,352.8,1.37,7.9,Strength,18/02/2024,01:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3410,36,Male,10535,681.4,2.72,6.4,Strength,18/02/2024,02:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3411,24,Female,13978,229.5,0.59,7.2,None,18/02/2024,03:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3412,36,Female,10727,268.8,1.64,7.0,Yoga,18/02/2024,04:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3413,41,Male,10546,768.0,1.72,8.3,None,18/02/2024,05:00:00,12/02/2024,Sunday,Week of Feb 18,7,41-50,4
U3414,32,Male,13734,697.6,1.96,6.5,Cardio,18/02/2024,06:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3415,58,Male,7023,402.1,2.51,4.6,Walking,18/02/2024,07:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3416,59,Female,2982,565.0,1.61,8.7,None,18/02/2024,08:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3417,40,Female,3345,762.9,1.14,8.1,None,18/02/2024,09:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3418,21,Female,7691,287.7,3.15,9.7,Walking,18/02/2024,10:00:00,12/02/2024,Sunday,Week of Feb 18,7,18-21,1
U3419,55,Male,8002,188.4,3.44,6.6,Walking,18/02/2024,11:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3420,21,Male,13201,499.4,0.56,4.5,Cardio,18/02/2024,12:00:00,12/02/2024,Sunday,Week of Feb 18,7,18-21,1
U3421,22,Female,2526,242.7,2.14,4.7,Walking,18/02/2024,13:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3422,58,Male,8647,271.8,1.53,8.6,Strength,18/02/2024,14:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3423,40,Female,9252,729.5,1.33,4.4,None,18/02/2024,15:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3424,57,Male,2930,154.8,1.51,9.4,Walking,18/02/2024,16:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3425,54,Female,12948,680.9,2.42,5.7,Cardio,18/02/2024,17:00:00,12/02/2024,Sunday,Week of Feb 18,7,51-60,5
U3426,28,Female,4282,486.0,1.07,9.4,Walking,18/02/2024,18:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3427,28,Female,3946,513.5,3.24,8.6,None,18/02/2024,19:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3428,30,Male,14119,586.6,1.90,9.2,Yoga,18/02/2024,20:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3429,31,Male,12733,430.4,1.48,5.3,Walking,18/02/2024,21:00:00,12/02/2024,Sunday,Week of Feb 18,7,31-40,3
U3430,25,Female,12108,225.1,2.80,7.6,Strength,18/02/2024,22:00:00,12/02/2024,Sunday,Week of Feb 18,7,22-30,2
U3431,42,Female,5360,216.8,0.55,4.6,None,18/02/2024,23:00:00,12/02/2024,Sunday,Week of Feb 18,7,41-50,4
U3432,35,Female,11785,640.3,1.80,5.2,Cardio,19/02/2024,00:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3433,35,Female,10112,293.7,1.57,5.9,None,19/02/2024,01:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3434,27,Female,4925,168.3,1.51,8.4,Yoga,19/02/2024,02:00:00,19/02/2024,Monday,Week of Feb 19,1,22-30,2
U3435,24,Female,5625,786.7,1.51,4.1,Cardio,19/02/2024,03:00:00,19/02/2024,Monday,Week of Feb 19,1,22-30,2
U3436,31,Male,7469,787.3,0.59,9.4,Yoga,19/02/2024,04:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3437,32,Male,3223,395.8,0.96,4.4,Yoga,19/02/2024,05:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3438,33,Male,12151,166.6,0.93,6.3,Strength,19/02/2024,06:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3439,19,Male,9110,622.7,3.47,4.5,Walking,19/02/2024,07:00:00,19/02/2024,Monday,Week of Feb 19,1,18-21,1
U3440,47,Female,11157,690.2,0.57,8.6,Strength,19/02/2024,08:00:00,19/02/2024,Monday,Week of Feb 19,1,41-50,4
U3441,47,Female,6992,231.3,1.00,4.8,Strength,19/02/2024,09:00:00,19/02/2024,Monday,Week of Feb 19,1,41-50,4
U3442,35,Female,13870,238.0,3.42,9.3,Strength,19/02/2024,10:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3443,48,Male,14504,684.4,2.38,7.2,Cardio,19/02/2024,11:00:00,19/02/2024,Monday,Week of Feb 19,1,41-50,4
U3444,30,Male,10814,749.2,1.85,9.7,Walking,19/02/2024,12:00:00,19/02/2024,Monday,Week of Feb 19,1,22-30,2
U3445,37,Female,14640,664.0,0.74,5.7,Walking,19/02/2024,13:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3446,52,Male,6787,280.5,2.51,6.7,Cardio,19/02/2024,14:00:00,19/02/2024,Monday,Week of Feb 19,1,51-60,5
U3447,40,Male,8818,417.5,0.91,8.2,Strength,19/02/2024,15:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3448,59,Female,6726,540.5,2.51,9.0,Strength,19/02/2024,16:00:00,19/02/2024,Monday,Week of Feb 19,1,51-60,5
U3449,50,Female,4372,254.2,3.44,6.5,Yoga,19/02/2024,17:00:00,19/02/2024,Monday,Week of Feb 19,1,41-50,4
U3450,55,Female,13140,286.9,2.10,9.4,Yoga,19/02/2024,18:00:00,19/02/2024,Monday,Week of Feb 19,1,51-60,5
U3451,52,Male,5299,333.9,1.14,4.7,None,19/02/2024,19:00:00,19/02/2024,Monday,Week of Feb 19,1,51-60,5
U3452,53,Female,11360,481.2,2.38,8.3,Yoga,19/02/2024,20:00:00,19/02/2024,Monday,Week of Feb 19,1,51-60,5
U3453,37,Female,8451,482.0,2.04,6.1,Walking,19/02/2024,21:00:00,19/02/2024,Monday,Week of Feb 19,1,31-40,3
U3454,20,Female,14941,679.3,2.10,4.6,Cardio,19/02/2024,22:00:00,19/02/2024,Monday,Week of Feb 19,1,18-21,1
U3455,25,Male,10583,639.5,1.93,6.3,Strength,19/02/2024,23:00:00,19/02/2024,Monday,Week of Feb 19,1,22-30,2
U3456,57,Male,5809,743.9,2.52,9.3,None,20/02/2024,00:00:00,19/02/2024,Tuesday,Week of Feb 20,2,51-60,5
U3457,49,Female,4407,691.4,2.22,9.9,Yoga,20/02/2024,01:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3458,46,Female,6864,315.0,3.46,6.4,None,20/02/2024,02:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3459,24,Male,7027,365.3,2.98,9.3,Cardio,20/02/2024,03:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3460,19,Male,6260,475.3,1.29,7.1,Cardio,20/02/2024,04:00:00,19/02/2024,Tuesday,Week of Feb 20,2,18-21,1
U3461,38,Female,6828,159.3,2.68,8.3,None,20/02/2024,05:00:00,19/02/2024,Tuesday,Week of Feb 20,2,31-40,3
U3462,23,Male,10772,737.5,1.14,4.3,None,20/02/2024,06:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3463,45,Female,11012,178.8,2.85,7.3,None,20/02/2024,07:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3464,59,Female,11439,359.6,0.94,4.4,Strength,20/02/2024,08:00:00,19/02/2024,Tuesday,Week of Feb 20,2,51-60,5
U3465,53,Male,10315,520.0,1.92,5.6,Walking,20/02/2024,09:00:00,19/02/2024,Tuesday,Week of Feb 20,2,51-60,5
U3466,49,Female,14631,486.6,2.87,7.4,Yoga,20/02/2024,10:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3467,59,Female,3874,575.4,1.34,8.8,Yoga,20/02/2024,11:00:00,19/02/2024,Tuesday,Week of Feb 20,2,51-60,5
U3468,26,Male,10715,492.9,3.01,7.4,Yoga,20/02/2024,12:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3469,28,Female,5123,298.9,2.43,9.6,None,20/02/2024,13:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3470,40,Male,6224,280.7,1.69,8.9,None,20/02/2024,14:00:00,19/02/2024,Tuesday,Week of Feb 20,2,31-40,3
U3471,28,Female,7254,739.7,1.77,4.9,None,20/02/2024,15:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3472,19,Female,5198,321.6,3.28,6.3,Strength,20/02/2024,16:00:00,19/02/2024,Tuesday,Week of Feb 20,2,18-21,1
U3473,20,Male,12977,332.6,1.15,8.0,Strength,20/02/2024,17:00:00,19/02/2024,Tuesday,Week of Feb 20,2,18-21,1
U3474,28,Male,9082,418.4,2.58,9.6,Strength,20/02/2024,18:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3475,52,Male,12310,240.6,2.62,9.9,Strength,20/02/2024,19:00:00,19/02/2024,Tuesday,Week of Feb 20,2,51-60,5
U3476,32,Male,3210,479.7,3.27,8.6,Cardio,20/02/2024,20:00:00,19/02/2024,Tuesday,Week of Feb 20,2,31-40,3
U3477,28,Male,11218,582.3,2.64,7.4,Strength,20/02/2024,21:00:00,19/02/2024,Tuesday,Week of Feb 20,2,22-30,2
U3478,48,Male,7404,660.9,2.25,8.5,Strength,20/02/2024,22:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3479,45,Female,6117,612.4,3.21,5.6,Strength,20/02/2024,23:00:00,19/02/2024,Tuesday,Week of Feb 20,2,41-50,4
U3480,45,Male,14453,246.0,2.99,5.7,Yoga,21/02/2024,00:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3481,49,Female,7429,446.4,2.65,7.9,Yoga,21/02/2024,01:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3482,42,Male,10689,175.1,0.60,9.2,Yoga,21/02/2024,02:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3483,37,Female,14721,161.6,1.62,9.8,Walking,21/02/2024,03:00:00,19/02/2024,Wednesday,Week of Feb 21,3,31-40,3
U3484,45,Female,12997,436.1,2.40,6.0,Cardio,21/02/2024,04:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3485,42,Male,11885,314.4,2.07,8.8,None,21/02/2024,05:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3486,28,Female,6758,594.2,1.46,9.1,Strength,21/02/2024,06:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3487,36,Female,10182,620.8,0.93,7.7,Yoga,21/02/2024,07:00:00,19/02/2024,Wednesday,Week of Feb 21,3,31-40,3
U3488,45,Female,10916,732.0,2.16,6.1,Cardio,21/02/2024,08:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3489,18,Male,2375,644.4,1.36,7.7,Strength,21/02/2024,09:00:00,19/02/2024,Wednesday,Week of Feb 21,3,18-21,1
U3490,22,Male,9413,181.4,1.20,7.5,Walking,21/02/2024,10:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3491,27,Female,6398,391.6,1.70,7.6,None,21/02/2024,11:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3492,59,Male,12644,327.5,2.86,7.7,Strength,21/02/2024,12:00:00,19/02/2024,Wednesday,Week of Feb 21,3,51-60,5
U3493,51,Male,5859,401.0,1.96,9.1,None,21/02/2024,13:00:00,19/02/2024,Wednesday,Week of Feb 21,3,51-60,5
U3494,53,Female,3686,254.0,1.15,5.0,Strength,21/02/2024,14:00:00,19/02/2024,Wednesday,Week of Feb 21,3,51-60,5
U3495,19,Female,14995,213.5,0.85,6.2,Walking,21/02/2024,15:00:00,19/02/2024,Wednesday,Week of Feb 21,3,18-21,1
U3496,35,Male,7012,488.6,2.00,7.5,Cardio,21/02/2024,16:00:00,19/02/2024,Wednesday,Week of Feb 21,3,31-40,3
U3497,30,Male,2256,618.2,2.88,5.7,None,21/02/2024,17:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3498,22,Male,14686,606.2,2.46,9.9,None,21/02/2024,18:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3499,37,Female,5600,443.1,1.20,5.6,Cardio,21/02/2024,19:00:00,19/02/2024,Wednesday,Week of Feb 21,3,31-40,3
U3500,19,Male,2050,489.5,1.81,6.8,None,21/02/2024,20:00:00,19/02/2024,Wednesday,Week of Feb 21,3,18-21,1
U3501,28,Male,8590,485.6,3.07,9.3,Yoga,21/02/2024,21:00:00,19/02/2024,Wednesday,Week of Feb 21,3,22-30,2
U3502,47,Male,9437,599.5,1.03,4.5,Cardio,21/02/2024,22:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3503,49,Female,2594,181.2,2.10,8.9,Walking,21/02/2024,23:00:00,19/02/2024,Wednesday,Week of Feb 21,3,41-50,4
U3504,49,Female,6731,611.4,1.57,7.4,Strength,22/02/2024,00:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3505,55,Female,5873,528.4,0.87,4.2,Strength,22/02/2024,01:00:00,19/02/2024,Thursday,Week of Feb 22,4,51-60,5
U3506,45,Male,13628,278.8,0.65,9.4,Cardio,22/02/2024,02:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3507,27,Male,11264,181.9,2.17,4.2,Yoga,22/02/2024,03:00:00,19/02/2024,Thursday,Week of Feb 22,4,22-30,2
U3508,39,Female,7748,220.5,0.56,7.1,Walking,22/02/2024,04:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3509,34,Male,7237,491.0,0.81,4.3,Strength,22/02/2024,05:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3510,39,Male,3476,643.0,1.54,4.4,Strength,22/02/2024,06:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3511,36,Male,6870,367.5,0.63,9.3,Yoga,22/02/2024,07:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3512,34,Female,10032,396.4,1.70,8.6,None,22/02/2024,08:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3513,41,Male,5020,757.2,0.89,5.2,Cardio,22/02/2024,09:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3514,53,Male,8066,288.5,1.55,7.7,Yoga,22/02/2024,10:00:00,19/02/2024,Thursday,Week of Feb 22,4,51-60,5
U3515,49,Female,10053,217.4,2.87,8.8,Yoga,22/02/2024,11:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3516,53,Male,11856,373.2,2.38,9.3,Yoga,22/02/2024,12:00:00,19/02/2024,Thursday,Week of Feb 22,4,51-60,5
U3517,45,Female,14684,634.8,1.84,6.8,Yoga,22/02/2024,13:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3518,31,Male,12922,557.0,0.78,9.4,None,22/02/2024,14:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3519,53,Female,11587,420.3,2.36,7.0,Walking,22/02/2024,15:00:00,19/02/2024,Thursday,Week of Feb 22,4,51-60,5
U3520,23,Female,10066,777.1,0.99,8.1,Yoga,22/02/2024,16:00:00,19/02/2024,Thursday,Week of Feb 22,4,22-30,2
U3521,26,Male,14089,627.7,0.73,9.9,Yoga,22/02/2024,17:00:00,19/02/2024,Thursday,Week of Feb 22,4,22-30,2
U3522,38,Male,10167,190.2,2.49,5.4,Cardio,22/02/2024,18:00:00,19/02/2024,Thursday,Week of Feb 22,4,31-40,3
U3523,29,Female,14816,634.0,3.24,5.0,Strength,22/02/2024,19:00:00,19/02/2024,Thursday,Week of Feb 22,4,22-30,2
U3524,47,Male,6780,165.6,1.88,6.1,None,22/02/2024,20:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3525,48,Female,6045,572.7,0.62,5.0,Yoga,22/02/2024,21:00:00,19/02/2024,Thursday,Week of Feb 22,4,41-50,4
U3526,57,Male,12852,286.8,3.14,5.7,Walking,22/02/2024,22:00:00,19/02/2024,Thursday,Week of Feb 22,4,51-60,5
U3527,21,Male,4233,602.7,0.70,8.5,Walking,22/02/2024,23:00:00,19/02/2024,Thursday,Week of Feb 22,4,18-21,1
U3528,48,Male,10117,351.4,3.10,6.9,Walking,23/02/2024,00:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3529,44,Male,13514,717.5,1.68,6.3,Cardio,23/02/2024,01:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3530,42,Female,8359,369.0,1.60,6.2,Walking,23/02/2024,02:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3531,22,Female,6197,552.8,2.13,5.2,Cardio,23/02/2024,03:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3532,23,Male,14410,335.9,3.37,6.7,None,23/02/2024,04:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3533,22,Male,12293,746.2,3.20,7.7,Walking,23/02/2024,05:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3534,44,Male,11498,657.6,1.91,4.8,Strength,23/02/2024,06:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3535,25,Male,11829,308.1,2.59,9.8,Yoga,23/02/2024,07:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3536,26,Male,11332,766.7,2.24,6.7,None,23/02/2024,08:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3537,32,Female,2615,382.2,2.58,9.7,Strength,23/02/2024,09:00:00,19/02/2024,Friday,Week of Feb 23,5,31-40,3
U3538,53,Female,14844,573.7,2.99,4.8,None,23/02/2024,10:00:00,19/02/2024,Friday,Week of Feb 23,5,51-60,5
U3539,58,Male,14401,632.9,0.60,8.6,Walking,23/02/2024,11:00:00,19/02/2024,Friday,Week of Feb 23,5,51-60,5
U3540,24,Female,3566,164.9,1.48,7.7,None,23/02/2024,12:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3541,49,Female,11168,773.3,3.38,8.9,None,23/02/2024,13:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3542,25,Male,14988,373.9,3.35,7.6,None,23/02/2024,14:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3543,32,Female,11508,273.4,0.53,9.8,Cardio,23/02/2024,15:00:00,19/02/2024,Friday,Week of Feb 23,5,31-40,3
U3544,54,Female,4339,703.0,1.10,7.8,Strength,23/02/2024,16:00:00,19/02/2024,Friday,Week of Feb 23,5,51-60,5
U3545,36,Female,14548,606.9,3.48,8.7,Walking,23/02/2024,17:00:00,19/02/2024,Friday,Week of Feb 23,5,31-40,3
U3546,56,Female,10109,206.4,1.98,9.3,Yoga,23/02/2024,18:00:00,19/02/2024,Friday,Week of Feb 23,5,51-60,5
U3547,23,Male,9374,226.1,2.22,8.3,Walking,23/02/2024,19:00:00,19/02/2024,Friday,Week of Feb 23,5,22-30,2
U3548,36,Female,8707,614.9,1.00,7.1,Walking,23/02/2024,20:00:00,19/02/2024,Friday,Week of Feb 23,5,31-40,3
U3549,45,Female,12288,198.6,3.18,5.6,Cardio,23/02/2024,21:00:00,19/02/2024,Friday,Week of Feb 23,5,41-50,4
U3550,34,Female,2378,746.2,1.19,9.1,Cardio,23/02/2024,22:00:00,19/02/2024,Friday,Week of Feb 23,5,31-40,3
U3551,59,Male,5465,632.0,1.07,6.9,None,23/02/2024,23:00:00,19/02/2024,Friday,Week of Feb 23,5,51-60,5
U3552,36,Female,8005,368.1,1.18,7.7,Walking,24/02/2024,00:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3553,48,Female,4271,385.9,3.26,4.5,Strength,24/02/2024,01:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3554,28,Female,11238,479.2,2.61,7.0,Cardio,24/02/2024,02:00:00,19/02/2024,Saturday,Week of Feb 24,6,22-30,2
U3555,32,Male,3007,384.6,2.81,8.2,Cardio,24/02/2024,03:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3556,27,Male,8800,659.3,1.63,7.5,Strength,24/02/2024,04:00:00,19/02/2024,Saturday,Week of Feb 24,6,22-30,2
U3557,40,Male,2109,783.6,3.23,6.7,Cardio,24/02/2024,05:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3558,20,Male,4771,529.9,2.87,5.3,Strength,24/02/2024,06:00:00,19/02/2024,Saturday,Week of Feb 24,6,18-21,1
U3559,20,Male,5883,439.9,2.75,5.9,Yoga,24/02/2024,07:00:00,19/02/2024,Saturday,Week of Feb 24,6,18-21,1
U3560,35,Female,4600,294.8,3.41,8.2,Strength,24/02/2024,08:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3561,42,Male,7518,574.7,1.60,5.3,Yoga,24/02/2024,09:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3562,37,Female,5243,595.6,2.33,7.7,None,24/02/2024,10:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3563,46,Male,3005,595.4,3.23,7.5,None,24/02/2024,11:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3564,39,Male,14985,167.5,2.87,9.8,Cardio,24/02/2024,12:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3565,32,Male,2305,734.4,2.19,4.4,Strength,24/02/2024,13:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3566,56,Female,7701,369.8,0.73,4.6,Cardio,24/02/2024,14:00:00,19/02/2024,Saturday,Week of Feb 24,6,51-60,5
U3567,27,Female,2958,633.7,2.46,7.0,Strength,24/02/2024,15:00:00,19/02/2024,Saturday,Week of Feb 24,6,22-30,2
U3568,38,Female,11145,643.9,2.08,7.2,Cardio,24/02/2024,16:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3569,46,Male,7270,572.9,1.05,4.2,None,24/02/2024,17:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3570,49,Male,9595,406.7,3.15,9.0,None,24/02/2024,18:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3571,27,Male,12860,545.4,1.53,7.0,Cardio,24/02/2024,19:00:00,19/02/2024,Saturday,Week of Feb 24,6,22-30,2
U3572,30,Male,5538,176.1,1.66,6.1,Strength,24/02/2024,20:00:00,19/02/2024,Saturday,Week of Feb 24,6,22-30,2
U3573,40,Male,12869,645.2,2.52,5.9,Walking,24/02/2024,21:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3574,40,Male,9020,214.7,1.97,9.2,Strength,24/02/2024,22:00:00,19/02/2024,Saturday,Week of Feb 24,6,31-40,3
U3575,48,Female,3630,407.9,0.77,5.2,Cardio,24/02/2024,23:00:00,19/02/2024,Saturday,Week of Feb 24,6,41-50,4
U3576,21,Female,11983,217.4,1.66,5.0,Strength,25/02/2024,00:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3577,20,Male,4603,694.1,0.78,5.3,Yoga,25/02/2024,01:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3578,38,Female,12163,507.7,1.07,7.8,Strength,25/02/2024,02:00:00,19/02/2024,Sunday,Week of Feb 25,7,31-40,3
U3579,19,Female,10258,599.1,0.52,8.9,None,25/02/2024,03:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3580,21,Female,11026,593.7,1.04,6.0,None,25/02/2024,04:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3581,18,Male,2205,697.0,1.49,5.0,Yoga,25/02/2024,05:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3582,32,Male,13025,236.2,2.11,5.3,Strength,25/02/2024,06:00:00,19/02/2024,Sunday,Week of Feb 25,7,31-40,3
U3583,50,Male,14442,578.8,3.26,7.7,Walking,25/02/2024,07:00:00,19/02/2024,Sunday,Week of Feb 25,7,41-50,4
U3584,23,Male,11906,523.8,2.12,5.5,Strength,25/02/2024,08:00:00,19/02/2024,Sunday,Week of Feb 25,7,22-30,2
U3585,24,Female,11724,170.1,2.62,9.3,None,25/02/2024,09:00:00,19/02/2024,Sunday,Week of Feb 25,7,22-30,2
U3586,36,Male,7691,280.9,1.57,4.6,None,25/02/2024,10:00:00,19/02/2024,Sunday,Week of Feb 25,7,31-40,3
U3587,18,Male,8141,323.9,2.75,4.2,Cardio,25/02/2024,11:00:00,19/02/2024,Sunday,Week of Feb 25,7,18-21,1
U3588,56,Male,5145,197.2,2.36,4.5,None,25/02/2024,12:00:00,19/02/2024,Sunday,Week of Feb 25,7,51-60,5
U3589,36,Female,5120,380.6,1.88,9.1,Cardio,25/02/2024,13:00:00,19/02/2024,Sunday,Week of Feb 25,7,31-40,3
U3590,43,Female,8728,167.7,1.08,7.9,None,25/02/2024,14:00:00,19/02/2024,Sunday,Week of Feb 25,7,41-50,4
U3591,29,Female,10899,509.6,1.41,9.7,None,25/02/2024,15:00:00,19/02/2024,Sunday,Week of Feb 25,7,22-30,2
U3592,39,Female,8030,287.5,2.36,6.0,Walking,25/02/2024,16:00:00,19/02/2024,Sunday,Week of Feb 25,7,31-40,3
U3593,30,Female,2178,336.6,1.78,5.3,Cardio,25/02/2024,17:00:00,19/02/2024,Sunday,Week of Feb 25,7,22-30,2
